asa_player_id,player_id,display_name,normalized_name,birth_date,nationality,primary_position,is_domestic_player,age,league_id,team_id,position_group,tactical_role_primary,data_source,yoy_delta,development_trend_note,evaluation_period,season_label,minutes,minutes_share,data_reliability,npxg_p90,xa_p90,shots_p90,pressures_p90,tackles_p90,interceptions_p90,progressive_passes_p90,progressive_carries_p90,goals_added_p90,aerial_win_pct,pass_completion_pct,crosses_p90,season_year,salary,cost_tier,stats_are_full_season,stats_are_ytd
Pk5Le0VDqO,asa_Pk5Le0VDqO_mls_eval_blended,Ryan Raposo,ryan raposo,1999-03-05,Canada,FB,NA,26.324435318275153,mls,eVq3ya6MWO,FB,overlapping_fullback,asa_live,-0.15951140343000808,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,456,0.1617156862745098,medium,0.07271626297577855,0,0.5449826989619377,9.898851585149163,1.5797703170298325,1.2848277377723742,2.2714696530440475,1.7432034976152622,0.016304030674272888,NA,0.8800000000000001,NA,2026,220000,2,FALSE,TRUE
Pk5Le6BPqO,asa_Pk5Le6BPqO_mls_eval_blended,Antino Lopez,antino lopez,2002-05-21,USA,W,NA,23.1129363449692,mls,jYQJ19EqGR,W,transition_winger,asa_live,-0.4017857142857143,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,808,0.26450980392156864,medium,0.002984084880636605,0,0.1193633952254642,10.181724137931035,1.636344827586207,1.3272586206896553,3.4249336870026528,2.606710875331565,0.07641047745358091,NA,0.8335809018567639,NA,2026,88025,2,FALSE,TRUE
Pk5LeDgmqO,asa_Pk5LeDgmqO_mls_eval_blended,Mateusz Bogusz,mateusz bogusz,2001-08-22,Poland,W,NA,24.856947296372347,mls,YgOMngl5wN,W,transition_winger,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,2323,0.7591503267973856,medium,0.2884532931554025,0,2.9444683598794663,9.167249246663797,1.4334498493327592,1.1750873869995695,1.9504520017219116,3.166302195436935,0.20596168747309518,NA,0.88,NA,2026,2521048,5,FALSE,TRUE
Pk5LeG0YqO,asa_Pk5LeG0YqO_mls_eval_blended,Quinn Sullivan,quinn sullivan,2004-03-27,USA,W,NA,21.2621492128679,mls,9z5k7Yg5A3,W,transition_winger,asa_live,0.05027194979125149,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,1450.4807692307693,0.3575980392156863,medium,0.30145329734071036,0,3.0734204890237375,9.848680796002142,1.5697361592004284,1.2773021194003213,3.8591652909155814,3.914632384436909,0.31959254194181685,NA,0.6800000000000002,NA,2026,568000,3,FALSE,TRUE
Pk5LeYlNqO,asa_Pk5LeYlNqO_mls_eval_blended,Conner Antley,conner antley,1995-03-22,USA,FB,NA,30.27789185489391,mls,EKXMeX3Q64,FB,overlapping_fullback,asa_live,0.013036695870628306,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,1273.3,0.19192810457516338,medium,0.04988331108144193,0,0.30640854472630175,11.398643524699601,1.8797287049399198,1.50979652870494,3.1361740654205605,2.6642810413885183,0.13848444592790385,NA,0.68,NA,2026,121667,2,FALSE,TRUE
Pk5LemYYqO,asa_Pk5LemYYqO_mls_eval_blended,Adam Saldana,adam saldana,2002-02-07,USA,CM,NA,23.394934976043807,mls,eVq3ya6MWO,CM,ball_winning_midfielder,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,201,0.02299019607843137,low,0.007208955223880598,0,0.44776119402985076,14.573134328358208,2.5146268656716417,1.9859701492537314,2.638432835820896,2.4435820895522387,0.16065671641791046,NA,0.88,NA,2026,80622,2,FALSE,TRUE
Pk5LepoOqO,asa_Pk5LepoOqO_mls_eval_blended,Omari Glasgow,omari glasgow,2003-11-22,Guyana,FB,NA,21.607118412046542,mls,X0Oq66zq6D,FB,overlapping_fullback,asa_live,-0.07746340266875983,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,624,0.07137254901960784,low,0.05607692307692307,0,0.8653846153846154,9.752692307692307,1.5505384615384616,1.2629038461538462,3.2368990384615386,2.1685576923076924,0.05698557692307692,NA,0.68,NA,2026,117685,2,FALSE,TRUE
Pk5LgPOmMO,asa_Pk5LgPOmMO_mls_eval_blended,Ethan Bartlow,ethan bartlow,2000-02-02,USA,CB,NA,25.409993155373034,mls,YgOMngl5wN,CB,progressive_center_back,asa_live,-0.02912474148802016,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,893,0.46625816993464053,medium,0.042934889321107714,0,0.42882282115402426,13.860890988237475,2.3721781976474947,1.8791336482356211,4.027035287579883,2.6179975919236824,0.2255436695378346,NA,0.88,NA,2026,142637,2,FALSE,TRUE
Pk5LggA7MO,asa_Pk5LggA7MO_mls_eval_blended,Oleksandr Svatok,oleksandr svatok,1994-09-27,Ukraine,CB,NA,30.759753593429156,mls,gpMOLwl5zy,CB,progressive_center_back,asa_live,-0.028308682521660022,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,1863,0.9314869281045751,high,0.030778663534997468,0,0.24528289099796782,8.936448079125636,1.3872896158251273,1.1404672118688457,4.046741905470965,2.506715610293071,0.08231720833506795,NA,0.8800000000000001,NA,2026,580000,3,FALSE,TRUE
Pk5Lggy7MO,asa_Pk5Lggy7MO_mls_eval_blended,Myrto Uzuni,myrto uzuni,1995-05-31,Albania,FW,NA,30.086242299794662,mls,gpMOLwl5zy,FW,pressing_striker,asa_live,-0.09243719320684873,2025→2026 YTD g+/90 change (short-term; 2026 incomplete),blended,2025+2026 season to date,1771,0.8651633986928104,high,0.3502261731290639,0,2.229569071517139,9.475102447173152,1.4950204894346304,1.2212653670759726,1.8065587168987731,1.926448243716569,0.15874179200773705,NA,0.736657223796034,NA,2026,2305000,5,FALSE,TRUE
Vj583wA4M8,asa_Vj583wA4M8_mls_eval_blended,Mamadou Billo Diop,mamadou billo diop,2006-09-14,Senegal,FW,NA,19.794661190965094,mls,pzeQZ6xQKw,FW,pressing_striker,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,29,0.02,low,0.4738965517241379,0,3.103448275862069,8,1.2,1,1.7586206896551724,6.900689655172414,0.2842758620689655,NA,0.68,NA,2026,88025,2,FALSE,TRUE
Vj587nmM8n,asa_Vj587nmM8n_mls_eval_blended,Teal Bunbury,teal bunbury,1990-02-27,USA,FW,NA,35.34017796030116,mls,vzqoOgNqap,FW,pressing_striker,asa_live,0.15677150906595394,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,381,0.04357843137254902,low,0.4147086614173228,0,2.3622047244094486,8.878740157480316,1.3757480314960628,1.1318110236220473,1.2566929133858267,-0.5689763779527555,0.24666141732283467,NA,0.6800000000000002,NA,2026,285000,2,FALSE,TRUE
Vj58WEKLM8,asa_Vj58WEKLM8_mls_eval_blended,Jayden Reid,jayden reid,2001-08-29,USA,FB,NA,23.838466803559207,mls,wvq9B9wQWn,FB,overlapping_fullback,asa_live,0.002606202668589991,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,1178,0.4457026143790849,medium,0.01791373801916933,0,0.3354632587859425,10.597544448656162,1.719508889731232,1.3896316672984241,3.1283877998592082,2.4783928087940654,0.07807543185141062,NA,0.7545473908413205,NA,2026,116655,2,FALSE,TRUE
Vj58WNDrM8,asa_Vj58WNDrM8_mls_eval_blended,Obed Vargas,obed vargas,2005-08-05,USA,CM,NA,19.904175222450377,mls,jYQJ19EqGR,CM,ball_winning_midfielder,asa_live,-0.0014473063816810017,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,2846,0.3255228758169934,medium,0.0959483485593816,0,1.106816584680253,10.609177793394238,1.7218355586788476,1.3913766690091356,2.82512297962052,2.672347153900211,0.14431307097680957,NA,0.88,NA,2026,134452,2,FALSE,TRUE
Vj58WXb2M8,asa_Vj58WXb2M8_mls_eval_blended,Olivier Mbaizo,olivier mbaizo,1997-08-15,Cameroon,FB,NA,27.876796714579054,mls,9z5k7Yg5A3,FB,overlapping_fullback,asa_live,0.032210971177315646,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,478.55,0.08759803921568626,low,0.0022691829484902306,0,0.13587921847246892,9.786271133014786,1.5572542266029568,1.2679406699522175,4.232864683661472,2.293099517174092,0.09491285020165986,NA,0.7100000000000001,NA,2026,502875,3,FALSE,TRUE
Vj58Wlp4M8,asa_Vj58Wlp4M8_mls_eval_blended,David Poreba,david poreba,2002-12-01,USA,CM,NA,23.581108829568787,mls,X0Oq66zq6D,CM,ball_winning_midfielder,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,64,0.02091503267973856,low,0,0,0,8.2025,1.2405,1.030375,3.11953125,2.8234375,0.0196875,NA,0.88,NA,2026,98858,2,FALSE,TRUE
Vj58aBe8q8,asa_Vj58aBe8q8_mls_eval_blended,Fallou Fall,fallou fall,2004-04-15,Senegal,CB,NA,21.21013004791239,mls,wvq9B9wQWn,CB,progressive_center_back,asa_live,0.014575475628384932,2025→2026 YTD g+/90 change (short-term; 2026 incomplete),blended,2025+2026 season to date,443.7442075996293,0.20209150326797384,low,0.08105521681869177,0,0.7624018340568752,11.95971513584703,1.9919430271694063,1.5939572703770546,4.51131652114531,2.5180010731183846,0.237224915857763,NA,0.8799999999999999,NA,2026,743919,4,FALSE,TRUE
Vj58l1ZD58,asa_Vj58l1ZD58_mls_eval_blended,Juan Arias,juan arias,2004-01-08,Colombia,CB,NA,22.477754962354553,mls,a2lqR4JMr0,CB,progressive_center_back,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,605,0.1977124183006536,medium,0.042649586776859504,0,0.1487603305785124,7.2169256198347105,1.043385123966942,0.8825388429752065,4.2101652892561985,2.2313388429752066,0.027252892561983478,NA,0.88,NA,2026,565139,3,FALSE,TRUE
Vj58l2gD58,asa_Vj58l2gD58_mls_eval_blended,Adrian Wibowo,adrian wibowo,2006-01-17,USA,W,NA,19.45242984257358,mls,eVq3ya6MWO,W,transition_winger,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,36,0.02,low,0,0,0,8.63,1.326,1.0945,3.5625,1.3399999999999999,-0.13774999999999998,NA,0.88,NA,2026,80622,2,FALSE,TRUE
Vj58lAnw58,asa_Vj58lAnw58_mls_eval_blended,Cooper Sanchez,cooper sanchez,2008-03-26,USA,CM,NA,17.26488706365503,mls,KAqBN0Vqbg,CM,ball_winning_midfielder,asa_live,0.09794189655172414,2025→2026 YTD g+/90 change (short-term; 2026 incomplete),blended,2025+2026 season to date,1800,0.6015032679738562,medium,0.05117039999999999,0,0.612,8.758095448275862,1.3516190896551725,1.1137143172413793,2.7077979310344826,2.515201931034483,0.05756126896551724,NA,0.824,NA,2026,88025,2,FALSE,TRUE
Vj58lXp258,asa_Vj58lXp258_mls_eval_blended,Nicolás Romero,nicolas romero,2003-11-28,Argentina,CB,NA,21.590691307323752,mls,kRQand1MKZ,CB,progressive_center_back,asa_live,-0.018158295996531293,2025→2026 YTD g+/90 change (short-term; 2026 incomplete),blended,2025+2026 season to date,1180.4289544235924,0.5466013071895425,medium,0.051958248975990655,0,0.5937229612517422,12.499542360528011,2.099908472105602,1.6749313540792015,3.274786513764987,2.4705864025198516,0.14736021686408063,NA,0.88,NA,2026,492500,3,FALSE,TRUE
Vj58lrom58,asa_Vj58lrom58_mls_eval_blended,Rafael Mosquera,rafael mosquera,2005-05-24,Panama,FB,NA,20.10403832991102,mls,a2lqRX2Mr0,FB,overlapping_fullback,asa_live,0.05138095238095239,2025→2026 YTD g+/90 change (short-term; 2026 incomplete),blended,2025+2026 season to date,378,0.12513071895424835,low,0.021272727272727276,0,0.5009276437847867,8.169981447124304,1.2339962894248608,1.0254972170686456,2.290561224489796,4.4916883116883115,0.1491595547309833,NA,0.8764285714285713,NA,2026,99925,2,FALSE,TRUE
Vj58w7RmM8,asa_Vj58w7RmM8_mls_eval_blended,Alex Roldan,alex roldan,1996-07-28,USA,FB,NA,28.92539356605065,mls,jYQJ19EqGR,FB,overlapping_fullback,asa_live,0.02310724168045597,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,1346,0.742516339869281,high,0.026687310896988316,0,0.70101941069683,10.37051156728576,1.6741023134571522,1.355576735092864,4.339123376623377,2.596629893404087,0.14103432946981337,NA,0.7484261974584556,NA,2026,658050,3,FALSE,TRUE
XVqK2BL050,asa_XVqK2BL050_mls_eval_blended,Yadaly Diaby,yadaly diaby,2000-08-09,France,CM,NA,25.89185489390828,mls,lgpMOvnQzy,CM,ball_winning_midfielder,asa_live,0,Insufficient multi-season history for trend,blended,2025+2026 season to date,23,0.02,low,0,0,0,13.587826086956522,2.317565217391304,1.8381739130434784,2.442391304347826,3.642608695652174,0.2840869565217391,NA,0.7358,NA,2026,NA,NA,FALSE,TRUE
XVqK2D6R50,asa_XVqK2D6R50_mls_eval_blended,Nikola Petkovic,nikola petkovic,2003-02-23,Serbia,W,NA,22.351813826146476,mls,NPqxKXZ59d,W,transition_winger,asa_live,0.01392801678336919,2024→2025 g+/90 change (longer-term trend),blended,2025+2026 season to date,160,0.06681372549019607,low,0.26533181651712145,0,2.253708112067387,10.087189159494597,1.6174378318989198,1.3130783739241898,3.890628776780809,1.6437672587438197,0.19296504303241163,NA,0.7172093023255814,NA,2026,516250,3,FALSE,TRUE
