asa_player_id,player_id,display_name,normalized_name,birth_date,nationality,primary_position,is_domestic_player,age,league_id,team_id,position_group,data_source,compensation_known,salary_as_of,salary_source,minutes_2026,salary_2026,minutes_2025,salary_2025,has_2025_prior,blend_weight_2026,blend_weight_2025,evaluation_period,season_label,minutes,goals_added_p90,goals_added_shooting_p90,goals_added_passing_p90,goals_added_receiving_p90,goals_added_dribbling_p90,goals_added_defending_p90,goals_added_fouling_p90,season_year,guaranteed_compensation,club,prior_goals_added_p90,metric_coverage,adjusted_goals_added_p90,adjusted_goals_added_p96,goals_added_shooting_p96,pct_goals_added_shooting,goals_added_passing_p96,pct_goals_added_passing,goals_added_receiving_p96,pct_goals_added_receiving,goals_added_dribbling_p96,pct_goals_added_dribbling,goals_added_defending_p96,pct_goals_added_defending,goals_added_fouling_p96,pct_goals_added_fouling,sporting_impact,compensation,compensation_percentile,compensation_percentile_league,position_median_compensation,value_surplus,official_eligible,small_sample_watchlist,undervaluation_score,data_confidence,model_uncertainty,model_confidence,value_label,position_label,model_version,calculation_timestamp,undervaluation_rank,position_rank,display_rank,data_cutoff_label,is_synthetic,data_version
NWMWlWle5l,asa_NWMWlWle5l_mls_blended,Brian White,brian white,1996-02-03,USA,FW,NA,30.406570841889117,mls,lgpMOvnQzy,FW,asa_live,TRUE,NA,mlspa_via_asa,2020,1065000,2122,1065000,TRUE,0.7426470588235294,0.25735294117647056,blended,2025+2026 season to date,2566.1029411764703,0.29080596655485946,0.10537880675833008,-0.12235053605089538,0.31890106551810166,-0.03536877876032599,0.021388453595387255,0.0028569554942617943,2026,1065000,Vancouver Whitecaps FC,0.2144836581810438,1,0.27634232280255827,0.29476514433194023,0.11240406054573138,96.73202614379085,-0.13050723845836676,5.882352941176471,0.3401611365632718,94.77124183006536,-0.03772669734552669,38.56209150326797,0.022814350502459353,41.1764705882353,0.003047419193974479,47.712418300653596,84.9673202614379,1065000,70.22900763358778,83.55119825708061,474800,14.73831262785012,TRUE,FALSE,72.3076923076923,High,14,86,Undervalued,Strikers,1.1.0,2026-09-15 17:42:45 UTC,19,19,143,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWlX6K5l,asa_NWMWlX6K5l_mls_blended,Andrés Perea,andres perea,2000-11-14,Colombia,CM,NA,25.626283367556468,mls,Vj58weDM8n,CM,asa_live,TRUE,NA,mlspa_via_asa,1231,757000,2147,757000,TRUE,0.6374935266701192,0.36250647332988084,blended,2025+2026 season to date,2009.301398239254,0.15318253089771308,0.02975334822209256,0.005633419338872511,0.061226860694905794,-0.005744657618436913,0.03641322192251204,0.025900338337767077,2026,757000,New York City FC,0.1374799266802659,1,0.1495717703558968,0.15954322171794233,0.03173690477122384,82.88288288288288,0.0060089806283184595,35.585585585585584,0.06530865140994041,89.1891891891892,-0.006127634793190863,19.81981981981982,0.038840770051893285,21.62162162162162,0.027627027561148227,97.74774774774775,67.56756756756756,757000,72.6829268292683,71.56862745098039,483250,-5.115359261700732,TRUE,FALSE,48.69565217391305,High,20.75,79.25,Fair Value,Central and defensive midfielders,1.1.0,2026-09-15 17:42:45 UTC,60,60,263,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWlYdY5l,asa_NWMWlYdY5l_mls_blended,Facundo Mura,facundo mura,1999-03-23,Argentina,FB,NA,27.274469541409992,mls,zeQZkL1MKw,FB,asa_live,TRUE,NA,mlspa_via_asa,1336,1026875,0,NA,FALSE,1,0,blended,2025+2026 season to date,1336,0.04269610778443115,0.0072754491017964,-0.006453592814371251,0.01968413173652694,-0.02289745508982035,0.05246407185628742,-0.00737649700598802,2026,1026875,Inter Miami CF,0.11556306258646347,1,0.06527884171068082,0.06963076449356884,0.007760479042158675,28.571428571428573,-0.0068838323355444545,22.448979591836736,0.020996407186284875,40.30612244897959,-0.02442395209657162,8.673469387755102,0.05596167664845538,54.08163265306123,-0.007868263473299771,23.979591836734695,4.081632653061225,1026875,96.68508287292818,83.00653594771242,350000,-92.60345021986696,TRUE,FALSE,1.0204081632653061,High,28.75,71.25,Below Expected Value by Current Model,Fullbacks and wingbacks,1.1.0,2026-09-15 17:42:45 UTC,98,98,504,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWlaDZ5l,asa_NWMWlaDZ5l_mls_blended,Kobe Franklin,kobe franklin,2003-05-10,Canada,FB,NA,23.143052703627653,mls,kRQabn8MKZ,FB,asa_live,TRUE,NA,mlspa_via_asa,1342,160802,896,160802,TRUE,0.6571988246816847,0.34280117531831533,blended,2025+2026 season to date,1649.1498530852105,0.09504211557296768,0.010165080190989221,0.016987389813907926,0.00932284524975514,-0.021533392507345737,0.07811918462291871,0.0019810082027424056,2026,160802,Toronto FC,0.11556306258646347,1,0.10051643654415955,0.10721753231712074,0.010842752204060672,40.816326530612244,0.0181198824687347,51.02040816326531,0.009944368266716243,16.3265306122449,-0.022968952008553232,9.183673469387756,0.0833271302670506,84.6938775510204,0.0021130754163245996,75.51020408163265,29.081632653061224,160802,33.149171270718234,27.233115468409586,350000,-4.067538617657011,TRUE,FALSE,58.16326530612245,High,20.75,79.25,Fair Value,Fullbacks and wingbacks,1.1.0,2026-09-15 17:42:45 UTC,42,42,216,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWllOE5l,asa_NWMWllOE5l_mls_blended,Wilson Eisner,wilson eisner,2002-05-03,USA,FB,NA,24.161533196440793,mls,zeQZBOzQKw,FB,asa_live,TRUE,NA,mlspa_via_asa,157,95290,0,NA,FALSE,1,0,blended,2025+2026 season to date,157,0.1593630573248408,0.00802547770700637,-0.01679617834394904,0.05222292993630573,0.036,0.07584076433121019,0.00407006369426751,2026,95290,San Diego FC,0.11556306258646347,1,0.12464707734726299,0.13295688250790208,0.008560509554407644,33.16326530612245,-0.01791592356743885,13.775510204081632,0.055704458600466876,84.18367346938776,0.038400000001199995,93.36734693877551,0.08089681528915223,82.65306122448979,0.004341401274021013,85.71428571428571,63.265306122448976,95290,8.287292817679559,9.477124183006536,350000,54.97801330476942,FALSE,TRUE,NA,Low,49,51,Small-Sample Watchlist,Fullbacks and wingbacks,1.1.0,2026-09-15 17:42:45 UTC,NA,NA,NA,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWlvPZ5l,asa_NWMWlvPZ5l_mls_blended,Loic Williams,loic williams,2002-01-07,Spain,CB,NA,24.479123887748116,mls,pzeQZ6xQKw,CB,asa_live,FALSE,NA,NA,1003,NA,0,NA,FALSE,1,0,blended,2025+2026 season to date,1003,0.1580159521435693,0.01305583250249252,0.05476271186440677,0.02707178464606181,0.01686939182452642,0.04771884346959123,-0.00146261216350947,2026,NA,Colorado Rapids,0.13720446408236855,1,0.1502262498124898,0.16024133313833,0.013926221336427215,77.5,0.05841355932385931,63,0.02887657029003499,74.5,0.01799401794672383,94,0.05090009970248794,27.5,-0.0015601196411255216,66,65.5,NA,NA,NA,496925,NA,FALSE,FALSE,NA,Insufficient,28.75,71.25,Insufficient Evidence,Center backs,1.1.0,2026-09-15 17:42:45 UTC,NA,NA,NA,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWnVEQlz,asa_NWMWnVEQlz_mls_blended,Lorenzo Insigne,lorenzo insigne,1991-06-04,Italy,W,NA,34.07529089664613,mls,kRQabn8MKZ,W,asa_live,TRUE,NA,mlspa_via_asa,0,NA,945,15400000,TRUE,0,1,blended,2025+2026 season to date,945,0.10278095238095238,0.0327047619047619,-0.0248952380952381,0.06176190476190475,0.0062095238095238,0.0310095238095238,-0.0040095238095238,2026,15400000,Toronto FC,0.20170018396094966,1,0.14119618794599986,0.1506092671471064,0.034885079366169525,32.669322709163346,-0.02655492063575048,32.669322709163346,0.0658793650814238,33.06772908366534,0.006623492063699037,38.645418326693225,0.033076825397859035,44.62151394422311,-0.004276825396959037,14.741035856573705,6.374501992031872,15400000,99.53488372093024,99.89106753812636,539630,-93.16038172889837,FALSE,FALSE,NA,Low,41,59,Insufficient Evidence,Wingers and attacking midfielders,1.1.0,2026-09-15 17:42:45 UTC,NA,NA,NA,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWo3ZNMl,asa_NWMWo3ZNMl_mls_blended,Johnny Selemani,johnny selemani,2008-03-16,Canada,W,NA,17.29226557152635,mls,lgpMOvnQzy,W,asa_live,FALSE,NA,NA,0,NA,33,NA,TRUE,0,1,blended,2025+2026 season to date,33,-0.03954545454545455,0.06872727272727272,-0.08863636363636364,0.05618181818181819,-0.07445454545454547,-5.454545454545455e-4,-8.18181818181818e-4,2026,NA,Vancouver Whitecaps FC,0.20170018396094966,1,0.18912339711938356,0.20173162360031324,0.07330909091138181,82.47011952191235,-0.0945454545484091,5.179282868525896,0.059927272729145456,27.09163346613546,-0.07941818182066365,5.9760956175298805,-5.818181818363637e-4,6.374501992031872,-8.727272727545453e-4,25.099601593625497,40.2390438247012,NA,NA,NA,539630,NA,FALSE,FALSE,NA,Insufficient,41,59,Insufficient Evidence,Wingers and attacking midfielders,1.1.0,2026-09-15 17:42:45 UTC,NA,NA,NA,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWoA1eMl,asa_NWMWoA1eMl_mls_blended,Matthew Evans,matthew evans,2006-05-25,Guatemala,W,NA,20.10130047912389,mls,eVq3ya6MWO,W,asa_live,TRUE,NA,mlspa_via_asa,65,88025,0,NA,FALSE,1,0,blended,2025+2026 season to date,65,0.23746153846153845,0.0828,-0.016615384615384612,0.08404615384615385,0.00193846153846153,0.08155384615384616,0.00373846153846153,2026,88025,Los Angeles FC,0.20170018396094966,1,0.2051956547016087,0.21887536502188912,0.08832000000276,92.43027888446215,-0.017723076923630766,41.43426294820717,0.08964923077203231,54.9800796812749,0.002067692307756914,34.26294820717131,0.0869907692334877,94.8207171314741,0.003987692307816914,55.37848605577689,56.17529880478088,88025,5.348837209302325,4.193899782135076,539630,50.826461595478555,FALSE,TRUE,NA,Low,49,51,Small-Sample Watchlist,Wingers and attacking midfielders,1.1.0,2026-09-15 17:42:45 UTC,NA,NA,NA,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
NWMWoG7LMl,asa_NWMWoG7LMl_mls_blended,Iago,iago,2005-04-18,Brazil,CB,NA,21.201916495550993,mls,jYQJ8EW5GR,CB,asa_live,TRUE,NA,mlspa_via_asa,1304,551875,0,NA,FALSE,1,0,blended,2025+2026 season to date,1304,0.17055138036809817,0.00930368098159509,0.0357308282208589,0.030381901840490787,0.0031196319018404906,0.07906748466257668,0.01294785276073619,2026,551875,Orlando City SC,0.13720446408236855,1,0.1600428983452842,0.17071242490697125,0.009923926380678218,59.5,0.03811288343677385,30,0.0324073619642029,79,0.0033276073620671777,52,0.08433865030938405,62.5,0.013811042945216864,99.5,77.5,551875,54.30107526881721,57.189542483660134,496925,23.198924731182792,TRUE,FALSE,77.47747747747748,High,28.75,71.25,Strong Value,Center backs,1.1.0,2026-09-15 17:42:45 UTC,26,26,117,Performance data through: 2026-09-15 (updates every day) · MLSPA compensation as of: 2026-04-16,FALSE,2026-09-15 17:42:41 UTC
